code,description
Q925,Duplicaciones con otros reordenamientos complejos
Q910,"Trisomía 18, por falta de disyunción meiótica"
Q911,"Trisomía 18, mosaico (por falta de disyunción mitótica)"
Q912,"Trisomía 18, por translocación"
Q913,"Síndrome de Edwards, no especificado"
Q914,"Trisomía 13, por falta de disyunción meiótica"
Q915,"Trisomía 13, mosaico (por falta de disyunción mitótica)"
Q916,"Trisomía 13, por translocación"
Q900,"Trisomía 21, por falta de disyunción meiótica"
Q901,"Trisomía 21, mosaico (por falta de disyunción mitótica)"
Q902,"Trisomía 21, por translocación"
Q909,"Síndrome de Down, no especificado"
P780,Perforación intestinal perinatal
P781,Otras peritonitis neonatales
P782,Hematemesis y melena neonatales debidas a la deglución de sangre materna
P783,Diarrea neonatal no infecciosa
P788,Otros trastornos perinatales específicos del sistema digestivo
P760,Síndrome del tapón de meconio
P761,Íleo transitorio del recién nacido
P762,Obstrucción intestinal debida a la leche espesa
P768,Otras obstrucciones intestinales especificadas del recién nacido
P769,"Obstrucción intestinal del recién nacido, no especificada"
P830,Esclerema neonatal
P831,Eritema tóxico neonatal
P832,Hidropesía fetal no debida a enfermedad hemolítica
P833,"Otros edemas y los no especificados, propios del feto y del recién nacido"
P834,Ingurgitación mamaria del recién nacido
P835,Hidrocele congénito
P836,Pólipo umbilical del recién nacido
P838,"Otras afecciones especificadas de la piel, propias del feto y del recién nacido"
P839,"Afección no especificada de la piel, propia del feto y del recién nacido"
P810,Hipertermia del recién nacido inducida por las condiciones ambientales
P818,Otras alteraciones especificadas de la regulación de la temperatura del recién nacido
P819,Alteración no especificada de la regulación de la temperatura en el recién nacido
P800,Síndrome del enfriamiento
P808,Otras hipotermias del recién nacido
P809,"Hipotermia del recién nacido, no especificada"
C68,Tumor maligno de otros órganos urinarios y de los no especificados
P940,Miastenia grave neonatal transitoria
P941,Hipertonía congénita
P942,Hipotonía congénita
P948,Otros trastornos del tono muscular en el recién nacido
P949,Trastorno no especificado del tono muscular en el recién nacido
C58,Tumor maligno de la placenta
C48,Tumor maligno del peritoneo y del retroperitoneo
C49,Tumor maligno de otros tejidos conjuntivos y de tejidos blandos
P920,Vómitos del recién nacido
P921,Regurgitación y rumiación del recién nacido
P922,Lentitud en la ingestión de alimentos del recién nacido
P923,Hipoalimentación del recién nacido
P924,Hiperalimentación del recién nacido
P925,Dificultad neonatal en la lactancia materna
C784,Tumor maligno secundario del intestino delgado
C785,Tumor maligno secundario del intestino grueso y del recto
C786,Tumor maligno secundario del peritoneo y del retroperitoneo
C787,Tumor maligno secundario del hígado
C788,Tumor maligno secundario de otros órganos digestivos y de los no especificados
P910,Isquemia cerebral neonatal
P911,Quistes periventriculares adquiridos del recién nacido
P912,Leucomalacia cerebral neonatal
P913,Irritabilidad cerebral neonatal
P914,Depresión cerebral neonatal
P915,Coma neonatal
P916,Encefalopatía hipóxico-isquémica del recién nacido
P918,Otras alteraciones cerebrales especificadas del recién nacido
O640,Trabajo de parto obstruido debido a rotación incompleta de la cabeza fetal
O641,Trabajo de parto obstruido debido a presentación de nalgas
O642,Trabajo de parto obstruido debido a presentación de cara
O643,Trabajo de parto obstruido debido a presentación de frente
O644,Trabajo de parto obstruido debido a presentación de hombro
O645,Trabajo de parto obstruido debido a presentación compuesta
O648,Trabajo de parto obstruido debido a otras presentaciones anormales del feto
O649,Trabajo de parto obstruido debido a presentación anormal del feto no especificada
O630,Prolongación del primer período (del trabajo de parto)
O631,Prolongación del segundo período (del trabajo de parto)
O632,"Retraso de la expulsión del segundo gemelo, del tercero, etc."
O639,"Trabajo de parto prolongado, no especificado"
O620,Contracciones primarias inadecuadas
O621,Inercia uterina secundaria
O622,Otras inercias uterinas
O623,Trabajo de parto precipitado
O624,"Contracciones uterinas hipertónicas, incoordinadas y prolongadas"
O628,Otras anomalías dinámicas del trabajo de parto
O629,"Anomalía dinámica del trabajo de parto, no especificada"
O610,Fracaso de la inducción médica del trabajo de parto
O611,Fracaso de la inducción instrumental del trabajo de parto
O618,Otros fracasos de la inducción del trabajo de parto
O619,Fracaso no especificado de la inducción del trabajo de parto
O600,Trabajo de parto prematuro sin parto
O601,Trabajo de parto prematuro con parto prematuro
O602,Trabajo de parto prematuro con parto a término
O840,"Parto múltiple, todos espontáneos"
O841,"Parto múltiple, todos por fórceps y ventosa extractora"
O842,"Parto múltiple, todos por cesárea"
O848,Otros partos múltiples
O849,"Parto múltiple, no especificado"
O830,Extracción de nalgas
O831,"Otros partos únicos asistidos, de nalgas"
O832,Otros partos únicos con ayuda de manipulación obstétrica
O833,Parto de feto viable en embarazo abdominal
O834,Operación destructiva para facilitar el parto
O838,Otros partos únicos asistidos especificados
O839,"Parto único asistido, sin otra especificación"
O820,Parto por cesárea electiva
O821,Parto por cesárea de emergencia
O822,Parto por cesárea con histerectomía
O828,Otros partos únicos por cesárea
O829,"Parto por cesárea, sin otra especificación"
O810,Parto con fórceps bajo
O811,Parto con fórceps medio
O812,Parto con fórceps medio con rotación
O813,Parto con fórceps de otros tipos y los no especificados
O814,Parto con ventosa extractora
O815,Parto con combinación de fórceps y ventosa extractora
O800,"Parto único espontáneo, presentación cefálica de vértice"
O801,"Parto único espontáneo, presentación de nalgas o podálica"
O808,"Parto único espontáneo, otras presentaciones"
O809,"Parto único espontáneo, sin otra especificación"
O890,Complicaciones pulmonares de la anestesia administrada durante el puerperio
O891,Complicaciones cardíacas de la anestesia administrada durante el puerperio
O892,Complicaciones del sistema nervioso central debidas a la anestesia administrada durante el puerperio
O893,Reacción tóxica a la anestesia local administrada durante el puerperio
O880,"Embolia gaseosa, obstétrica"
O870,Tromboflebitis superficial en el puerperio
O860,nfección de herida quirúrgica obstétrica
C845,Otros linfomas de células T y los no especificados
C13,Tumor maligno de la hipofaringe
C14,"Tumor maligno de otros sitios y de los mal definidos del labio, de la cavidad bucal y de la faringe"
Y22,"Disparo de arma corta, de intención no determinada"
Y23,"Disparo de rifle, escopeta y arma larga, de intención no determinada"
Y24,"Disparo de otras armas de fuego, y las no especificadas, de intención no determinada"
Y25,"Contacto traumático con material explosivo, de intención no determinada"
Y26,"Exposición al humo, fuego y llamas, de intención no determinada"
Y27,"Contacto con vapor de agua, vapores y objetos calientes, de intención no determinada"
X98,"Agresión con vapor de agua, vapores y objetos calientes"
X99,Agresión con objeto cortante
Y00,Agresión con objeto romo o sin filo
Y01,Agresión por empujón desde un lugar elevado
Y02,Agresión por empujar o colocar a la víctima delante de objeto en movimiento
Y03,Agresión por colisión de vehículo de motor
X69,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados"
X70,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación"
X71,Lesión autoinfligida intencionalmente por ahogamiento y sumersión
X72,Lesión autoinfligida intencionalmente por disparo de arma corta
X73,"Lesión autoinfligida intencionalmente por disparo de rifle, escopeta y arma larga"
X74,"Lesión autoinfligida intencionalmente por disparo de otras armas de fuego, y las no especificadas"
X75,Lesión autoinfligida intencionalmente por material explosivo
V98-V99,"Otros accidentes de transporte, y los no especificados"
W00-X59,Otras causas externas de traumatismos accidentales
R620,Retardo del desarrollo
R628,Otras faltas del desarrollo fisiológico normal esperado
R629,"Falta del desarrollo fisiológico normal esperado, sin otra especificación"
R610,Hiperhidrosis localizada
R611,Hiperhidrosis generalizada
R619,"Hiperhidrosis, no especificada"
R600,Edema localizado
R601,Edema generalizado
R609,"Edema, no especificado"
R590,Adenomegalia localizada
R591,Adenomegalia generalizada
R599,"Adenomegalia, no especificada"
R570,Choque cardiogénico
R571,Choque hipovolémico
R578,Otras formas de choque
R579,"Choque, no especificado"
R560,Convulsiones febriles
R568,Otras convulsiones y las no especificadas
R790,Nivel anoral de mineral en la sangre
R798,Otros hallazgos anormales especificados en la química sanguínea
R799,"Hallazgo anormal en la química sanguínea, sin otra especificación"
R780,Hallazgo de alcohol en la sangre
R781,Hallazgo de drogas opiáceas en la sangre
R782,Hallazgo de cocaína en la sangre
R783,Hallazgo de alucinógenos en la sangre
R784,Hallazgo de otras drogas potencialmente adictivas en la sangre
R785,Hallazgo de drogas psicotrópicas en la sangre
R786,Hallazgo de agentes esteroides en la sangre
R787,Hallazgo de niveles anormales de metales pesados en la sangre
R770,Anormalidad de la albúmina
R771,Anormalidad de la globulina
R772,Anormalidad de la alfafetoproteína
R778,Otras anormalidades especificadas de las proteínas plasmáticas
R779,Anormalidades no especificadas de las proteínas plasmáticas
R760,Titulación elevada de anticuerpos
R761,Reacción anormal a la prueba con tuberculina
R762,Falso positivo en la prueba serológica para sífilis
R768,Otros hallazgos inmunológicos anormales especificados en suero
R769,Hallazgos inmunológicos anormales no especificados en suero
R940,Resultados anormales en estudios funcionales del sistema nervioso central
R941,Resultados anormales en estudios funcionales del sistema nervioso periférico y sentidos especiales
R942,Resultados anormales en estudios funcionales del pulmón
R943,Resultados anormales en estudios funcionales cardiovasculares
R944,Resultados anormales en estudios funcionales del riñón
R945,Resultados anormales en estudios funcionales del hígado
R946,Resultados anormales en estudios funcionales de la tiroides
R960,Muerte instantánea
R961,"Muerte que ocurre en menos de 24 horas del inicio de los síntomas, no explicada de otra forma"
Q340,Anomalía de la pleura
Q341,Quiste congénito del mediastino
Q348,Otras malformaciones congénitas especificadas del sistema respiratorio
Q349,"Malformación congénita del sistema respiratorio, no especificada"
Q330,Quiste pulmonar congénito
Q331,Lóbulo pulmonar supernumerario
Q332,Secuestro del pulmón
Q333,Agenesia del pulmón
Q334,Bronquiectasia congénita
Q335,Tejido ectópico en el pulmón
Q336,Hipoplasia y displasia pulmonar
Q338,Otras malformaciones congénitas del pulmón
Q339,"Malformación congénita del pulmón, no especificada"
Q370,Fisura del paladar duro con labio leporino bilateral
Q371,Fisura del paladar duro con labio leporino unilateral
Q372,Fisura del paladar blando con labio leporino bilateral
Q373,Fisura del paladar blando con labio leporino unilateral
Q374,Fisura del paladar duro y del paladar blando con labio leporino bilateral
Q375,Fisura del paladar duro y del paladar blando con labio leporino unilateral
Q378,"Fisura del paladar con labio leporino bilateral, sin otra especificación"
Q379,"Fisura del paladar con labio leporino unilateral, sin otra especificación"
Q450,"Agenesia, aplasia e hipoplasia del páncreas"
Q451,Páncreas anular
Q452,Quiste congénito del páncreas
Q453,Otras malformaciones congénitas del páncreas y del conducto pancreático
Q458,"Otras malformaciones congénitas del sistema digestivo, especificadas"
Q459,"Malformación congénita del sistema digestivo, no especificada"
Q440,"Agenesia, aplasia e hipoplasia de la vesícula biliar"
Q441,Otras malformaciones congénitas de la vesícula biliar
Q442,Atresia de los conductos biliares
Q443,Estrechez y estenosis congénita de los conductos biliares
Q444,Quiste del colédoco
Q445,Otras malformaciones congénitas de los conductos biliares
Q446,Enfermedad quística del hígado
Q447,Otras malformaciones congénitas del hígado
Q430,Divertículo de Meckel
Q431,Enfermedad de Hirschsprung
Q432,Otros trastornos funcionales congénitos del colon
Q433,Malformaciones congénitas de la fijación del intestino
Q434,Duplicación del intestino
Q435,Ano ectópico
Q436,Fístula congénita del recto y del ano
Q437,Persistencia de la cloaca
Q438,"Otras malformaciones congénitas del intestino, especificadas"
Q439,"Malformación congénita del intestino, no especificada"
Q420,"Ausencia, atresia y estenosis congénita del recto, con fístula"
